Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Email do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Horário do Pedido,Estado
11/01/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Leslie Nelson,Norte,8,Balcão,Tiffany Shaw,37,Masculino,christineferguson@kirby.org,39.98,20,19.98,Noite,New York (NY)
07/09/2022, Milkshake  ,Sobremesa ,10.99,5,2,Jesus Mcclain,Centro,5,Delivery,Patty Evans,30,Masculino,thomastucker@hotmail.com,21.98,10,11.98,Noite,Illinois (IL)
03/09/2023, Milkshake  ,Sobremesa ,10.99,5,5,Lisa Wood,Centro,14,Delivery,Ivan Rangel,50,Masculino,sanchezoscar@hotmail.com,54.95,25,29.950000000000003,Noite,Illinois (IL)
08/26/2022, Refrigerante  ,Bebida ,4.99,1,10,Alexandra Hammond,Centro,11,Balcão,Robert Hall,48,Feminino,gordonjonathan@gmail.com,49.900000000000006,10,39.900000000000006,Noite,Illinois (IL)
05/06/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Dawn Wilson,Norte,9,Delivery,Aaron Graham,44,Masculino,jeremy30@gmail.com,74.95,35,39.95,Noite,New York (NY)
01/27/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,10,Dr. Louis Mercer MD,Leste,7,Balcão,Donald Jones,33,Masculino,taylorangela@levy.com,149.9,70,79.9,Noite,Florida (FL)
11/26/2022, Milkshake  ,Sobremesa ,10.99,5,2,Daniel Strickland,Oeste,4,Delivery,Patricia Fry,24,Feminino,shaffertimothy@fox.info,21.98,10,11.98,Noite,California (CA)
07/27/2022, Refrigerante  ,Bebida ,4.99,1,7,Jody Meyers,Sul,9,Balcão,Robert Wood,30,Masculino,lori32@yahoo.com,34.93,7,27.93,Noite,Texas (TX)
05/04/2023, Milkshake  ,Sobremesa ,10.99,5,10,Sheila Leonard,Leste,7,Balcão,Jerry Smith,31,Feminino,jacksonsara@yahoo.com,109.9,50,59.900000000000006,Noite,Florida (FL)
12/13/2022, Milkshake  ,Sobremesa ,10.99,5,1,Colleen Sullivan,Leste,13,Balcão,Lori Stanley,22,Masculino,rhonda80@lane.biz,10.99,5,5.99,Noite,Florida (FL)
02/08/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Eric Coleman,Oeste,10,Delivery,Tracy Bauer,56,Feminino,mcintoshzachary@howe-martin.info,89.94,42,47.94,Noite,California (CA)
11/06/2022, Refrigerante  ,Bebida ,4.99,1,2,Robert Gillespie,Centro,14,Drive-Thru,Roger Williams,43,Feminino,philipjohnston@hotmail.com,9.98,2,7.98,Noite,Illinois (IL)
07/18/2023, Refrigerante  ,Bebida ,4.99,1,5,Rebecca Johnson,Norte,1,Balcão,Kristen French,48,Masculino,ncortez@hotmail.com,24.950000000000003,5,19.950000000000003,Noite,New York (NY)
01/03/2023, Milkshake  ,Sobremesa ,10.99,5,6,Faith Harrison,Norte,4,Balcão,Andrew Hale,64,Feminino,ashleysellers@yahoo.com,65.94,30,35.94,Noite,New York (NY)
07/02/2022, Batata Frita  ,Acompanhamento ,9.99,3,1,Jose Davis,Leste,13,Drive-Thru,Omar Anderson,49,Feminino,rosetammy@gmail.com,9.99,3,6.99,Noite,Florida (FL)
05/05/2023, Milkshake  ,Sobremesa ,10.99,5,3,Douglas Roth,Leste,3,Drive-Thru,Stephen Nichols,66,Masculino,qquinn@gmail.com,32.97,15,17.97,Noite,Florida (FL)
10/05/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,George Ellis,Centro,5,Balcão,Debbie Collins,36,Masculino,philipjohnson@clark.com,19.99,10,9.989999999999998,Noite,Illinois (IL)
11/14/2022, Sundae  ,Sobremesa ,7.99,3,5,Tamara Hall,Oeste,5,Balcão,Jessica Soto,42,Masculino,pearsonrandy@fisher.net,39.95,15,24.950000000000003,Noite,California (CA)
04/13/2022, Milkshake  ,Sobremesa ,10.99,5,1,Raven Hernandez,Oeste,2,Balcão,Natasha Hammond,45,Feminino,sarahballard@yahoo.com,10.99,5,5.99,Noite,California (CA)
03/07/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Daniel Young,Leste,7,Balcão,Justin Turner,70,Feminino,johnjones@tucker.com,14.99,7,7.99,Noite,Florida (FL)
09/03/2022, Batata Frita  ,Acompanhamento ,9.99,3,6,Timothy Lewis,Oeste,9,Drive-Thru,John Miller,42,Feminino,rwinters@yahoo.com,59.94,18,41.94,Noite,California (CA)
12/22/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Emily Odonnell,Norte,13,Balcão,Bryan Knight,64,Masculino,pamela82@young-martinez.info,14.99,7,7.99,Noite,New York (NY)
11/27/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Larry Harris,Oeste,10,Delivery,Cory Daniel,43,Feminino,thomasbanks@gmail.com,134.91,63,71.91,Noite,California (CA)
07/31/2023, Milkshake  ,Sobremesa ,10.99,5,7,Tiffany Aguirre,Sul,11,Delivery,Michael Berry,20,Masculino,mmoran@gutierrez.com,76.93,35,41.93000000000001,Noite,Texas (TX)
03/27/2022, Refrigerante  ,Bebida ,4.99,1,4,Scott Pearson,Norte,10,Balcão,Rita Phillips,28,Feminino,andrew01@ortiz.biz,19.96,4,15.96,Noite,New York (NY)
01/16/2022, Sundae  ,Sobremesa ,7.99,3,8,Zachary Rodriguez,Leste,3,Drive-Thru,Douglas Jones,67,Masculino,kenneth28@gmail.com,63.92,24,39.92,Noite,Florida (FL)
09/24/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Amy Pham,Leste,4,Delivery,Travis Taylor,29,Feminino,michaelgomez@lewis.biz,199.9,100,99.89999999999998,Noite,Florida (FL)
06/02/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Robert Tran,Norte,13,Drive-Thru,Troy Collier,54,Masculino,colemancarl@hotmail.com,44.97,21,23.97,Noite,New York (NY)
04/23/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Crystal Jones,Sul,11,Drive-Thru,Jeffrey Carter,47,Feminino,hillscott@pearson.net,89.94,42,47.94,Noite,Texas (TX)
02/15/2022, Sundae  ,Sobremesa ,7.99,3,4,William Castaneda,Centro,7,Delivery,Darryl Fernandez,30,Feminino,schavez@allen.biz,31.96,12,19.96,Noite,Illinois (IL)
12/21/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,5,Victor Lewis,Oeste,10,Delivery,Mark Leonard,54,Feminino,paulfisher@bates.com,99.95,50,49.94999999999999,Noite,California (CA)
06/10/2023, Sundae  ,Sobremesa ,7.99,3,3,Anne Rasmussen,Leste,2,Delivery,Alejandro Smith,20,Feminino,dwalton@maldonado.org,23.97,9,14.97,Noite,Florida (FL)
06/25/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,5,Joann Carroll,Leste,14,Drive-Thru,Julie Hernandez,34,Feminino,fschmidt@cooper.com,99.95,50,49.94999999999999,Noite,Florida (FL)
02/12/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Ronald Cisneros,Norte,11,Drive-Thru,Gregory Perez,56,Masculino,amy56@gmail.com,59.97,30,29.97,Noite,New York (NY)
07/10/2023, Milkshake  ,Sobremesa ,10.99,5,9,Craig Robertson,Norte,15,Balcão,John Taylor,70,Masculino,dstanley@dodson-watkins.com,98.91,45,53.91,Noite,New York (NY)
12/20/2022, Batata Frita  ,Acompanhamento ,9.99,3,6,Stacey Hahn DVM,Norte,3,Drive-Thru,Darlene Buck,53,Feminino,washingtonwarren@scott-gilbert.com,59.94,18,41.94,Noite,New York (NY)
07/28/2023, Sundae  ,Sobremesa ,7.99,3,4,John Villarreal,Oeste,5,Balcão,Tina Wong,29,Feminino,henrymelissa@hotmail.com,31.96,12,19.96,Noite,California (CA)
09/02/2023, Refrigerante  ,Bebida ,4.99,1,1,Steven Roberts,Norte,12,Balcão,Jillian Buchanan PhD,31,Feminino,bradleyfriedman@hotmail.com,4.99,1,3.99,Noite,New York (NY)
02/28/2023, Milkshake  ,Sobremesa ,10.99,5,2,Catherine Hurley,Centro,15,Delivery,Joanne Thomas,60,Feminino,frenchtyler@yahoo.com,21.98,10,11.98,Noite,Illinois (IL)
01/18/2023, Milkshake  ,Sobremesa ,10.99,5,7,Lisa Evans,Sul,3,Drive-Thru,Eric Ramirez,61,Masculino,mark79@knight.com,76.93,35,41.93000000000001,Noite,Texas (TX)
10/27/2021, Refrigerante  ,Bebida ,4.99,1,5,Alvin Morse,Sul,3,Balcão,James Faulkner,66,Feminino,abigailbrown@hotmail.com,24.950000000000003,5,19.950000000000003,Noite,Texas (TX)
05/26/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Brett Richards,Sul,14,Delivery,Laurie Shaw,45,Masculino,chenrichard@atkins-terry.info,44.97,21,23.97,Noite,Texas (TX)
02/18/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Daniel Houston,Norte,5,Drive-Thru,Robert Frey,34,Feminino,ianhall@yahoo.com,59.97,30,29.97,Noite,New York (NY)
10/03/2021, Batata Frita  ,Acompanhamento ,9.99,3,1,Cynthia Lawrence,Oeste,2,Balcão,Nicholas Vaughn,57,Feminino,smoses@yahoo.com,9.99,3,6.99,Noite,California (CA)
01/29/2022, Milkshake  ,Sobremesa ,10.99,5,2,Miss Amy Thomas,Norte,10,Balcão,Anna Miller,18,Feminino,tracyhenderson@yahoo.com,21.98,10,11.98,Noite,New York (NY)
05/16/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Donald Fleming,Centro,10,Delivery,Karen Ferguson,35,Masculino,greentammy@harper-vazquez.biz,119.94,60,59.94,Noite,Illinois (IL)
03/06/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Vanessa Sullivan,Centro,10,Drive-Thru,Andrew Glover,37,Masculino,fsnyder@gmail.com,44.97,21,23.97,Noite,Illinois (IL)
10/19/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Stephanie Myers,Oeste,14,Balcão,Jamie Thomas,61,Feminino,brandon22@hotmail.com,29.98,14,15.98,Noite,California (CA)
05/02/2022, Batata Frita  ,Acompanhamento ,9.99,3,9,Mrs. Jessica Mcguire,Leste,4,Drive-Thru,Brett Haynes,24,Masculino,fstevens@yahoo.com,89.91,27,62.91,Noite,Florida (FL)
10/29/2022, Milkshake  ,Sobremesa ,10.99,5,5,Brittney Jenkins,Centro,9,Drive-Thru,Ryan Davis,49,Feminino,xsmith@hotmail.com,54.95,25,29.950000000000003,Noite,Illinois (IL)
11/01/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,James Melendez,Norte,12,Balcão,Kaitlyn Bush,31,Feminino,haleybailey@johnson.com,59.97,30,29.97,Noite,New York (NY)
07/13/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,4,Mary Oneill,Oeste,7,Balcão,Kyle Short,24,Masculino,alexiscarroll@gmail.com,79.96,40,39.96,Noite,California (CA)
06/05/2023, Batata Frita  ,Acompanhamento ,9.99,3,7,Jennifer Valdez,Oeste,8,Drive-Thru,Aaron Johnston DVM,45,Feminino,fletcherkaren@schultz-gray.com,69.93,21,48.93000000000001,Noite,California (CA)
11/06/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,5,Charles Martin,Oeste,1,Delivery,Sarah Mills,64,Feminino,gkennedy@hotmail.com,99.95,50,49.94999999999999,Noite,California (CA)
04/01/2023, Sundae  ,Sobremesa ,7.99,3,1,Jack Gates,Leste,6,Balcão,Eric Richards,43,Feminino,tsherman@hotmail.com,7.99,3,4.99,Noite,Florida (FL)
10/13/2021, Batata Frita  ,Acompanhamento ,9.99,3,5,Jason Gibson,Leste,9,Delivery,Felicia Henderson,27,Feminino,brittanyvincent@hotmail.com,49.95,15,34.95,Noite,Florida (FL)
06/17/2022, Refrigerante  ,Bebida ,4.99,1,8,Jillian Potts,Norte,13,Drive-Thru,Michelle Moore,55,Masculino,georgeramirez@stephenson-torres.info,39.92,8,31.92,Noite,New York (NY)
01/22/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Amy Henry,Oeste,2,Delivery,Miguel Soto,39,Masculino,dannyhart@yahoo.com,74.95,35,39.95,Noite,California (CA)
05/24/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,4,Darlene Green,Norte,6,Delivery,Mrs. Crystal Nguyen MD,23,Feminino,raymond87@garcia-wood.biz,79.96,40,39.96,Noite,New York (NY)
03/28/2022, Sundae  ,Sobremesa ,7.99,3,1,Tanner Estrada,Oeste,14,Balcão,Michelle Hall,62,Feminino,fwilliams@gmail.com,7.99,3,4.99,Noite,California (CA)
03/11/2022, Milkshake  ,Sobremesa ,10.99,5,4,Chad Brady,Norte,5,Balcão,Alexander Parker,33,Masculino,harrisangela@thompson.net,43.96,20,23.96,Noite,New York (NY)
02/27/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,James Baker,Oeste,14,Delivery,Larry Edwards,68,Feminino,hermanhunter@jimenez-brooks.org,39.98,20,19.98,Noite,California (CA)
03/11/2023, Batata Frita  ,Acompanhamento ,9.99,3,7,Jasmine Hall,Norte,10,Drive-Thru,Tyler Brennan,49,Masculino,wrightmatthew@hotmail.com,69.93,21,48.93000000000001,Noite,New York (NY)
04/23/2023, Refrigerante  ,Bebida ,4.99,1,5,Victoria Wells,Norte,8,Drive-Thru,Johnny Wang,53,Feminino,clarksara@hotmail.com,24.950000000000003,5,19.950000000000003,Noite,New York (NY)
01/13/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,Phillip Griffith,Norte,13,Delivery,Melissa Hopkins,63,Feminino,jessica42@gmail.com,119.92,56,63.92,Noite,New York (NY)
06/24/2022, Batata Frita  ,Acompanhamento ,9.99,3,6,Mark Maynard,Sul,4,Balcão,Kenneth Hines,24,Feminino,elizabeth38@carroll.net,59.94,18,41.94,Noite,Texas (TX)
06/10/2023, Sundae  ,Sobremesa ,7.99,3,4,Daniel Hernandez,Sul,13,Balcão,Reginald Sanchez,19,Feminino,lindacontreras@skinner.com,31.96,12,19.96,Noite,Texas (TX)
01/04/2023, Batata Frita  ,Acompanhamento ,9.99,3,5,Christopher Russell,Norte,11,Drive-Thru,Luis Acosta,48,Masculino,davidnguyen@hotmail.com,49.95,15,34.95,Noite,New York (NY)
07/14/2023, Sundae  ,Sobremesa ,7.99,3,9,Megan Brown,Leste,2,Delivery,Natalie Vaughan,63,Feminino,tylerjohn@marquez-moore.com,71.91,27,44.91,Noite,Florida (FL)
11/14/2022, Sundae  ,Sobremesa ,7.99,3,5,Adriana Brown,Leste,1,Delivery,George Williams,50,Feminino,jodibauer@yahoo.com,39.95,15,24.950000000000003,Noite,Florida (FL)
04/10/2023, Batata Frita  ,Acompanhamento ,9.99,3,7,Courtney Torres,Centro,4,Delivery,Jennifer Meyer,60,Feminino,jack25@gmail.com,69.93,21,48.93000000000001,Noite,Illinois (IL)
09/05/2023, Batata Frita  ,Acompanhamento ,9.99,3,6,Kimberly Choi,Oeste,7,Drive-Thru,Candice Davis,19,Feminino,uryan@gmail.com,59.94,18,41.94,Noite,California (CA)
06/07/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,James Smith,Norte,4,Balcão,Angela Nichols,41,Masculino,laurenschmidt@hotmail.com,44.97,21,23.97,Noite,New York (NY)
06/04/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Kimberly Lindsey,Oeste,12,Balcão,Anthony Ortiz,18,Feminino,victoria38@hill.com,159.92,80,79.91999999999999,Noite,California (CA)
05/31/2022, Milkshake  ,Sobremesa ,10.99,5,9,Eric Bradley,Sul,3,Delivery,Teresa Gentry,70,Masculino,laurensoto@yahoo.com,98.91,45,53.91,Noite,Texas (TX)
02/22/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,9,Marc Mitchell,Norte,2,Balcão,Jeremiah Rose,69,Masculino,eturner@stout.com,179.91,90,89.91,Noite,New York (NY)
04/24/2023, Milkshake  ,Sobremesa ,10.99,5,3,Angela Lee,Leste,15,Drive-Thru,Aaron Vargas,38,Masculino,bwallace@gmail.com,32.97,15,17.97,Noite,Florida (FL)
05/02/2023, Sundae  ,Sobremesa ,7.99,3,9,Sandra Berry,Sul,13,Drive-Thru,Glenn Weber,57,Masculino,cookjenny@gmail.com,71.91,27,44.91,Noite,Texas (TX)
03/14/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,6,Madison Brooks,Sul,12,Balcão,Brian Stevens,40,Feminino,michael44@gmail.com,119.94,60,59.94,Noite,Texas (TX)
02/26/2022, Batata Frita  ,Acompanhamento ,9.99,3,9,Jesse Thompson,Sul,12,Drive-Thru,Christopher Walker,34,Feminino,charlesmunoz@vincent-rosario.com,89.91,27,62.91,Noite,Texas (TX)
09/18/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Kristy Lee,Centro,7,Drive-Thru,Heather Jones,47,Masculino,robert10@hotmail.com,89.94,42,47.94,Noite,Illinois (IL)
05/08/2022, Refrigerante  ,Bebida ,4.99,1,10,James Mason,Centro,14,Delivery,Briana Gay,60,Masculino,michael68@ramsey.info,49.900000000000006,10,39.900000000000006,Noite,Illinois (IL)
05/29/2023, Sundae  ,Sobremesa ,7.99,3,3,Mr. Tyrone Allen,Centro,6,Balcão,James Rosario,55,Feminino,susanjones@alvarez.com,23.97,9,14.97,Noite,Illinois (IL)
02/17/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Samuel Hernandez,Oeste,1,Drive-Thru,Nathan Webster,67,Feminino,jessica18@yahoo.com,29.98,14,15.98,Noite,California (CA)
01/07/2023, Refrigerante  ,Bebida ,4.99,1,2,Scott Hill,Sul,4,Delivery,Jill Torres,51,Masculino,chrissandoval@hotmail.com,9.98,2,7.98,Noite,Texas (TX)
02/20/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,2,Crystal Johnson,Leste,14,Delivery,Joshua Beck,27,Masculino,martinspencer@harper.com,39.98,20,19.98,Noite,Florida (FL)
12/25/2022, Batata Frita  ,Acompanhamento ,9.99,3,2,Johnny Williams,Leste,7,Drive-Thru,David Molina,52,Feminino,mmaynard@cox-wells.net,19.98,6,13.98,Noite,Florida (FL)
04/18/2022, Sundae  ,Sobremesa ,7.99,3,7,Austin Johnson,Centro,12,Balcão,Susan Malone,37,Feminino,allison14@hotmail.com,55.93,21,34.93,Noite,Illinois (IL)
07/30/2023, Batata Frita  ,Acompanhamento ,9.99,3,8,Debbie Hendricks,Norte,8,Delivery,Sarah Martin,57,Feminino,careyelaine@chavez.com,79.92,24,55.92,Noite,New York (NY)
07/10/2023, Batata Frita  ,Acompanhamento ,9.99,3,8,Joyce Jimenez,Leste,15,Drive-Thru,Caitlyn Richard,27,Feminino,rebecca60@hotmail.com,79.92,24,55.92,Noite,Florida (FL)
05/05/2023, Sundae  ,Sobremesa ,7.99,3,10,Marilyn Rodgers,Oeste,11,Drive-Thru,Timothy Lloyd,58,Masculino,debra26@gmail.com,79.9,30,49.900000000000006,Noite,California (CA)
12/29/2021, Refrigerante  ,Bebida ,4.99,1,7,Sharon May,Norte,1,Delivery,Shelia Rodriguez,28,Masculino,henryalexandra@hotmail.com,34.93,7,27.93,Noite,New York (NY)
08/29/2023, Refrigerante  ,Bebida ,4.99,1,7,Dylan Mcdonald,Oeste,15,Delivery,Christie Jones,18,Masculino,hannah96@smith-ramirez.com,34.93,7,27.93,Noite,California (CA)
11/15/2021, Batata Frita  ,Acompanhamento ,9.99,3,3,Adam Wilson,Centro,9,Delivery,Richard Salazar,54,Feminino,caitlin44@brown.org,29.97,9,20.97,Noite,Illinois (IL)
06/13/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Katelyn Bass,Sul,8,Drive-Thru,Cassandra Harrington,62,Feminino,curtisanderson@yahoo.com,44.97,21,23.97,Noite,Texas (TX)
02/15/2023, Milkshake  ,Sobremesa ,10.99,5,10,Bryan Holland,Norte,3,Delivery,Tyler Peterson,25,Masculino,sotojason@kennedy-ford.com,109.9,50,59.900000000000006,Noite,New York (NY)
06/12/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Thomas Hawkins,Centro,6,Delivery,Caitlin Miller,51,Feminino,robert26@gmail.com,89.94,42,47.94,Noite,Illinois (IL)
02/04/2022, Refrigerante  ,Bebida ,4.99,1,6,Cody Shields,Oeste,3,Balcão,Joseph Richardson,48,Masculino,shardin@yahoo.com,29.94,6,23.94,Noite,California (CA)
08/03/2022, Milkshake  ,Sobremesa ,10.99,5,2,Carl Soto,Norte,12,Balcão,Nicolas Ferguson,40,Masculino,robertyoder@gmail.com,21.98,10,11.98,Noite,New York (NY)
10/03/2022, Sundae  ,Sobremesa ,7.99,3,2,Taylor Washington,Oeste,7,Drive-Thru,Derek Thomas,36,Feminino,gregory67@white.com,15.98,6,9.98,Noite,California (CA)
01/01/2023, Milkshake  ,Sobremesa ,10.99,5,2,Mr. Stephen Hopkins,Leste,13,Drive-Thru,Michael Austin DVM,51,Masculino,nbaker@gmail.com,21.98,10,11.98,Noite,Florida (FL)
10/11/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,Sarah Mendoza,Sul,7,Balcão,Erica Moody,42,Masculino,nicolasjones@hotmail.com,59.96,28,31.96,Noite,Texas (TX)
01/10/2022, Batata Frita  ,Acompanhamento ,9.99,3,10,Abigail Warren,Oeste,2,Delivery,Marcus Valencia,45,Masculino,craig16@york-barnes.com,99.9,30,69.9,Noite,California (CA)
03/06/2022, Batata Frita  ,Acompanhamento ,9.99,3,3,Henry Sanders,Sul,12,Drive-Thru,Erika Crawford,19,Feminino,john35@hotmail.com,29.97,9,20.97,Noite,Texas (TX)
05/24/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Denise Lee,Norte,4,Balcão,Luis Macias,69,Feminino,erinscott@gmail.com,44.97,21,23.97,Noite,New York (NY)
12/11/2021, Milkshake  ,Sobremesa ,10.99,5,1,James Robinson,Sul,8,Drive-Thru,Daniel Hardy,45,Feminino,matthew20@david-bowers.com,10.99,5,5.99,Noite,Texas (TX)
11/19/2022, Refrigerante  ,Bebida ,4.99,1,5,Kyle Gentry,Oeste,8,Delivery,Sarah Hill,48,Feminino,halljasmin@hotmail.com,24.950000000000003,5,19.950000000000003,Noite,California (CA)
06/25/2022, Batata Frita  ,Acompanhamento ,9.99,3,5,Rachel Conrad,Sul,1,Balcão,Darlene Cobb,46,Feminino,yhernandez@gutierrez.com,49.95,15,34.95,Noite,Texas (TX)
03/20/2022, Batata Frita  ,Acompanhamento ,9.99,3,4,Erica Phillips,Sul,10,Delivery,Antonio Reid,62,Masculino,zdougherty@wright.com,39.96,12,27.96,Noite,Texas (TX)
07/27/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,10,David Cordova,Centro,3,Balcão,Mark Carson,57,Masculino,smithrandy@yahoo.com,149.9,70,79.9,Noite,Illinois (IL)
01/01/2023, Milkshake  ,Sobremesa ,10.99,5,5,Kathryn Jones,Sul,13,Drive-Thru,Andrew Smith,46,Feminino,taylorsusan@yahoo.com,54.95,25,29.950000000000003,Noite,Texas (TX)
01/07/2022, Milkshake  ,Sobremesa ,10.99,5,3,Ryan Hernandez,Sul,7,Delivery,Jillian Lee,65,Masculino,pflores@patel-fitzgerald.com,32.97,15,17.97,Noite,Texas (TX)
05/13/2022, Refrigerante  ,Bebida ,4.99,1,2,Elizabeth White,Sul,6,Delivery,Kayla Garcia,19,Masculino,johnkelly@hotmail.com,9.98,2,7.98,Noite,Texas (TX)
09/05/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Joshua Velasquez,Leste,12,Drive-Thru,Joseph Edwards,21,Feminino,qgeorge@yahoo.com,14.99,7,7.99,Noite,Florida (FL)
06/15/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,Kelly Sanchez,Leste,13,Delivery,Debbie Tyler,36,Feminino,vwhite@davis.org,119.92,56,63.92,Noite,Florida (FL)
02/21/2023, Refrigerante  ,Bebida ,4.99,1,9,Peter Dodson,Centro,5,Balcão,Danielle Mccullough,61,Feminino,fernandezdavid@smith.com,44.91,9,35.910000000000004,Noite,Illinois (IL)
05/26/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Emily Young,Centro,5,Drive-Thru,John Miller,44,Feminino,ygeorge@howard.net,59.97,30,29.97,Noite,Illinois (IL)
07/31/2023, Sundae  ,Sobremesa ,7.99,3,10,Joshua Morgan,Sul,7,Delivery,Charles Garcia,44,Masculino,evanseric@maxwell.biz,79.9,30,49.900000000000006,Noite,Texas (TX)
07/13/2022, Sundae  ,Sobremesa ,7.99,3,5,Eric Castillo,Norte,13,Drive-Thru,Laura Spears,26,Feminino,sarah05@sparks.com,39.95,15,24.950000000000003,Noite,New York (NY)
10/22/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Bryan Diaz,Leste,1,Delivery,Amanda Navarro,43,Masculino,amyholland@yahoo.com,139.92999999999998,70,69.92999999999998,Noite,Florida (FL)
05/31/2022, Batata Frita  ,Acompanhamento ,9.99,3,7,Paige Wright,Norte,3,Balcão,Cindy Arnold,54,Masculino,angela65@gmail.com,69.93,21,48.93000000000001,Noite,New York (NY)
10/25/2021, Batata Frita  ,Acompanhamento ,9.99,3,7,Melanie Benitez,Centro,13,Drive-Thru,Jennifer Simpson,65,Masculino,fowlerkristen@hotmail.com,69.93,21,48.93000000000001,Noite,Illinois (IL)
04/12/2022, Sundae  ,Sobremesa ,7.99,3,2,Ronald Johnson,Sul,4,Drive-Thru,Dr. Jennifer Caldwell,65,Masculino,zhicks@wade.com,15.98,6,9.98,Noite,Texas (TX)
07/15/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,4,David Harvey,Leste,8,Balcão,Michael Le,46,Feminino,wesley40@mayer-moss.info,59.96,28,31.96,Noite,Florida (FL)
07/05/2023, Batata Frita  ,Acompanhamento ,9.99,3,10,Terry Wallace,Norte,2,Drive-Thru,Joshua Klein,18,Masculino,ymcdonald@hoffman.com,99.9,30,69.9,Noite,New York (NY)
01/04/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Allison Meyers,Oeste,5,Delivery,Richard Jones,38,Masculino,etaylor@barrett-espinoza.org,14.99,7,7.99,Noite,California (CA)
11/11/2021, Batata Frita  ,Acompanhamento ,9.99,3,9,Edward French,Leste,15,Delivery,Douglas Scott,29,Masculino,billy63@hotmail.com,89.91,27,62.91,Noite,Florida (FL)
12/07/2021, Sundae  ,Sobremesa ,7.99,3,6,Tiffany Ortiz,Centro,7,Drive-Thru,Crystal Horton,69,Masculino,jacobmartin@gmail.com,47.94,18,29.94,Noite,Illinois (IL)
12/01/2021, Refrigerante  ,Bebida ,4.99,1,7,Brett Johnson,Centro,9,Drive-Thru,Crystal Shepard,49,Feminino,annette30@gmail.com,34.93,7,27.93,Noite,Illinois (IL)
12/22/2021, Refrigerante  ,Bebida ,4.99,1,9,Diana Shaffer,Centro,2,Drive-Thru,Lisa Rivas,43,Masculino,ktucker@hammond.net,44.91,9,35.910000000000004,Noite,Illinois (IL)
08/14/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Stephanie Campbell,Sul,14,Balcão,Patrick Rose,56,Feminino,james94@grimes-guerrero.com,139.92999999999998,70,69.92999999999998,Noite,Texas (TX)
