Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Estado
2022-02-15,Sundae,Sobremesa,7.99,3,4,William Castaneda,Centro,7,Delivery,Darryl Fernandez,30,Feminino,31.96,12,19.96,Illinois (IL)
2021-12-21,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Victor Lewis,Oeste,10,Delivery,Mark Leonard,54,Feminino,99.95,50,49.94999999999999,California (CA)
2023-06-10,Sundae,Sobremesa,7.99,3,3,Anne Rasmussen,Leste,2,Delivery,Alejandro Smith,20,Feminino,23.97,9,14.97,Florida (FL)
2023-06-25,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Joann Carroll,Leste,14,Drive-Thru,Julie Hernandez,34,Feminino,99.95,50,49.94999999999999,Florida (FL)
2022-02-12,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Ronald Cisneros,Norte,11,Drive-Thru,Gregory Perez,56,Masculino,59.97,30,29.97,New York (NY)
2023-07-10,Milkshake,Sobremesa,10.99,5,9,Craig Robertson,Norte,15,Balcão,John Taylor,70,Masculino,98.91,45,53.91,New York (NY)
2022-12-20,Batata Frita,Acompanhamento,9.99,3,6,Stacey Hahn DVM,Norte,3,Drive-Thru,Darlene Buck,53,Feminino,59.94,18,41.94,New York (NY)
2023-07-28,Sundae,Sobremesa,7.99,3,4,John Villarreal,Oeste,5,Balcão,Tina Wong,29,Feminino,31.96,12,19.96,California (CA)
2023-09-02,Refrigerante,Bebida,4.99,1,1,Steven Roberts,Norte,12,Balcão,Jillian Buchanan PhD,31,Feminino,4.99,1,3.99,New York (NY)
2023-02-28,Milkshake,Sobremesa,10.99,5,2,Catherine Hurley,Centro,15,Delivery,Joanne Thomas,60,Feminino,21.98,10,11.98,Illinois (IL)
2023-01-18,Milkshake,Sobremesa,10.99,5,7,Lisa Evans,Sul,3,Drive-Thru,Eric Ramirez,61,Masculino,76.93,35,41.93000000000001,Texas (TX)
2021-10-27,Refrigerante,Bebida,4.99,1,5,Alvin Morse,Sul,3,Balcão,James Faulkner,66,Feminino,24.950000000000003,5,19.950000000000003,Texas (TX)
2022-05-26,Hambúrguer Simples,Hambúrguer,14.99,7,3,Brett Richards,Sul,14,Delivery,Laurie Shaw,45,Masculino,44.97,21,23.97,Texas (TX)
2022-02-18,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Daniel Houston,Norte,5,Drive-Thru,Robert Frey,34,Feminino,59.97,30,29.97,New York (NY)
2021-10-03,Batata Frita,Acompanhamento,9.99,3,1,Cynthia Lawrence,Oeste,2,Balcão,Nicholas Vaughn,57,Feminino,9.99,3,6.99,California (CA)
2022-01-29,Milkshake,Sobremesa,10.99,5,2,Miss Amy Thomas,Norte,10,Balcão,Anna Miller,18,Feminino,21.98,10,11.98,New York (NY)
2023-05-16,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Donald Fleming,Centro,10,Delivery,Karen Ferguson,35,Masculino,119.94,60,59.94,Illinois (IL)
2023-03-06,Hambúrguer Simples,Hambúrguer,14.99,7,3,Vanessa Sullivan,Centro,10,Drive-Thru,Andrew Glover,37,Masculino,44.97,21,23.97,Illinois (IL)
2022-10-19,Hambúrguer Simples,Hambúrguer,14.99,7,2,Stephanie Myers,Oeste,14,Balcão,Jamie Thomas,61,Feminino,29.98,14,15.98,California (CA)
2022-05-02,Batata Frita,Acompanhamento,9.99,3,9,Mrs. Jessica Mcguire,Leste,4,Drive-Thru,Brett Haynes,24,Masculino,89.91,27,62.91,Florida (FL)
2022-10-29,Milkshake,Sobremesa,10.99,5,5,Brittney Jenkins,Centro,9,Drive-Thru,Ryan Davis,49,Feminino,54.95,25,29.950000000000003,Illinois (IL)
2022-11-01,Hambúrguer Duplo,Hambúrguer,19.99,10,3,James Melendez,Norte,12,Balcão,Kaitlyn Bush,31,Feminino,59.97,30,29.97,New York (NY)
2023-07-13,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Mary Oneill,Oeste,7,Balcão,Kyle Short,24,Masculino,79.96,40,39.96,California (CA)
2023-06-05,Batata Frita,Acompanhamento,9.99,3,7,Jennifer Valdez,Oeste,8,Drive-Thru,Aaron Johnston DVM,45,Feminino,69.93,21,48.93000000000001,California (CA)
2022-11-06,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Charles Martin,Oeste,1,Delivery,Sarah Mills,64,Feminino,99.95,50,49.94999999999999,California (CA)
2023-04-01,Sundae,Sobremesa,7.99,3,1,Jack Gates,Leste,6,Balcão,Eric Richards,43,Feminino,7.99,3,4.99,Florida (FL)
2021-10-13,Batata Frita,Acompanhamento,9.99,3,5,Jason Gibson,Leste,9,Delivery,Felicia Henderson,27,Feminino,49.95,15,34.95,Florida (FL)
2022-06-17,Refrigerante,Bebida,4.99,1,8,Jillian Potts,Norte,13,Drive-Thru,Michelle Moore,55,Masculino,39.92,8,31.92,New York (NY)
2022-01-22,Hambúrguer Simples,Hambúrguer,14.99,7,5,Amy Henry,Oeste,2,Delivery,Miguel Soto,39,Masculino,74.95,35,39.95,California (CA)
2022-05-24,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Darlene Green,Norte,6,Delivery,Mrs. Crystal Nguyen MD,23,Feminino,79.96,40,39.96,New York (NY)
2022-03-28,Sundae,Sobremesa,7.99,3,1,Tanner Estrada,Oeste,14,Balcão,Michelle Hall,62,Feminino,7.99,3,4.99,California (CA)
2022-03-11,Milkshake,Sobremesa,10.99,5,4,Chad Brady,Norte,5,Balcão,Alexander Parker,33,Masculino,43.96,20,23.96,New York (NY)
2022-02-27,Hambúrguer Duplo,Hambúrguer,19.99,10,2,James Baker,Oeste,14,Delivery,Larry Edwards,68,Feminino,39.98,20,19.98,California (CA)
2023-03-11,Batata Frita,Acompanhamento,9.99,3,7,Jasmine Hall,Norte,10,Drive-Thru,Tyler Brennan,49,Masculino,69.93,21,48.93000000000001,New York (NY)
2023-04-23,Refrigerante,Bebida,4.99,1,5,Victoria Wells,Norte,8,Drive-Thru,Johnny Wang,53,Feminino,24.950000000000003,5,19.950000000000003,New York (NY)
2022-01-13,Hambúrguer Simples,Hambúrguer,14.99,7,8,Phillip Griffith,Norte,13,Delivery,Melissa Hopkins,63,Feminino,119.92,56,63.92,New York (NY)
2022-06-24,Batata Frita,Acompanhamento,9.99,3,6,Mark Maynard,Sul,4,Balcão,Kenneth Hines,24,Feminino,59.94,18,41.94,Texas (TX)
2023-06-10,Sundae,Sobremesa,7.99,3,4,Daniel Hernandez,Sul,13,Balcão,Reginald Sanchez,19,Feminino,31.96,12,19.96,Texas (TX)
2023-01-04,Batata Frita,Acompanhamento,9.99,3,5,Christopher Russell,Norte,11,Drive-Thru,Luis Acosta,48,Masculino,49.95,15,34.95,New York (NY)
2023-07-14,Sundae,Sobremesa,7.99,3,9,Megan Brown,Leste,2,Delivery,Natalie Vaughan,63,Feminino,71.91,27,44.91,Florida (FL)
2022-11-14,Sundae,Sobremesa,7.99,3,5,Adriana Brown,Leste,1,Delivery,George Williams,50,Feminino,39.95,15,24.950000000000003,Florida (FL)
2023-04-10,Batata Frita,Acompanhamento,9.99,3,7,Courtney Torres,Centro,4,Delivery,Jennifer Meyer,60,Feminino,69.93,21,48.93000000000001,Illinois (IL)
2023-09-05,Batata Frita,Acompanhamento,9.99,3,6,Kimberly Choi,Oeste,7,Drive-Thru,Candice Davis,19,Feminino,59.94,18,41.94,California (CA)
2022-06-07,Hambúrguer Simples,Hambúrguer,14.99,7,3,James Smith,Norte,4,Balcão,Angela Nichols,41,Masculino,44.97,21,23.97,New York (NY)
2023-06-04,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Kimberly Lindsey,Oeste,12,Balcão,Anthony Ortiz,18,Feminino,159.92,80,79.91999999999999,California (CA)
2022-05-31,Milkshake,Sobremesa,10.99,5,9,Eric Bradley,Sul,3,Delivery,Teresa Gentry,70,Masculino,98.91,45,53.91,Texas (TX)
2023-02-22,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Marc Mitchell,Norte,2,Balcão,Jeremiah Rose,69,Masculino,179.91,90,89.91,New York (NY)
2023-04-24,Milkshake,Sobremesa,10.99,5,3,Angela Lee,Leste,15,Drive-Thru,Aaron Vargas,38,Masculino,32.97,15,17.97,Florida (FL)
2023-05-02,Sundae,Sobremesa,7.99,3,9,Sandra Berry,Sul,13,Drive-Thru,Glenn Weber,57,Masculino,71.91,27,44.91,Texas (TX)
2023-03-14,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Madison Brooks,Sul,12,Balcão,Brian Stevens,40,Feminino,119.94,60,59.94,Texas (TX)
2022-02-26,Batata Frita,Acompanhamento,9.99,3,9,Jesse Thompson,Sul,12,Drive-Thru,Christopher Walker,34,Feminino,89.91,27,62.91,Texas (TX)
2022-09-18,Hambúrguer Simples,Hambúrguer,14.99,7,6,Kristy Lee,Centro,7,Drive-Thru,Heather Jones,47,Masculino,89.94,42,47.94,Illinois (IL)
2022-05-08,Refrigerante,Bebida,4.99,1,10,James Mason,Centro,14,Delivery,Briana Gay,60,Masculino,49.900000000000006,10,39.900000000000006,Illinois (IL)
2023-05-29,Sundae,Sobremesa,7.99,3,3,Mr. Tyrone Allen,Centro,6,Balcão,James Rosario,55,Feminino,23.97,9,14.97,Illinois (IL)
2023-02-17,Hambúrguer Simples,Hambúrguer,14.99,7,2,Samuel Hernandez,Oeste,1,Drive-Thru,Nathan Webster,67,Feminino,29.98,14,15.98,California (CA)
2023-01-07,Refrigerante,Bebida,4.99,1,2,Scott Hill,Sul,4,Delivery,Jill Torres,51,Masculino,9.98,2,7.98,Texas (TX)
2022-02-20,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Crystal Johnson,Leste,14,Delivery,Joshua Beck,27,Masculino,39.98,20,19.98,Florida (FL)
2022-12-25,Batata Frita,Acompanhamento,9.99,3,2,Johnny Williams,Leste,7,Drive-Thru,David Molina,52,Feminino,19.98,6,13.98,Florida (FL)
2022-04-18,Sundae,Sobremesa,7.99,3,7,Austin Johnson,Centro,12,Balcão,Susan Malone,37,Feminino,55.93,21,34.93,Illinois (IL)
2023-07-30,Batata Frita,Acompanhamento,9.99,3,8,Debbie Hendricks,Norte,8,Delivery,Sarah Martin,57,Feminino,79.92,24,55.92,New York (NY)
2023-07-10,Batata Frita,Acompanhamento,9.99,3,8,Joyce Jimenez,Leste,15,Drive-Thru,Caitlyn Richard,27,Feminino,79.92,24,55.92,Florida (FL)
2023-05-05,Sundae,Sobremesa,7.99,3,10,Marilyn Rodgers,Oeste,11,Drive-Thru,Timothy Lloyd,58,Masculino,79.9,30,49.900000000000006,California (CA)
2021-12-29,Refrigerante,Bebida,4.99,1,7,Sharon May,Norte,1,Delivery,Shelia Rodriguez,28,Masculino,34.93,7,27.93,New York (NY)
2023-08-29,Refrigerante,Bebida,4.99,1,7,Dylan Mcdonald,Oeste,15,Delivery,Christie Jones,18,Masculino,34.93,7,27.93,California (CA)
2021-11-15,Batata Frita,Acompanhamento,9.99,3,3,Adam Wilson,Centro,9,Delivery,Richard Salazar,54,Feminino,29.97,9,20.97,Illinois (IL)
2023-06-13,Hambúrguer Simples,Hambúrguer,14.99,7,3,Katelyn Bass,Sul,8,Drive-Thru,Cassandra Harrington,62,Feminino,44.97,21,23.97,Texas (TX)
2023-02-15,Milkshake,Sobremesa,10.99,5,10,Bryan Holland,Norte,3,Delivery,Tyler Peterson,25,Masculino,109.9,50,59.900000000000006,New York (NY)
2022-06-12,Hambúrguer Simples,Hambúrguer,14.99,7,6,Thomas Hawkins,Centro,6,Delivery,Caitlin Miller,51,Feminino,89.94,42,47.94,Illinois (IL)
2022-02-04,Refrigerante,Bebida,4.99,1,6,Cody Shields,Oeste,3,Balcão,Joseph Richardson,48,Masculino,29.94,6,23.94,California (CA)
2022-08-03,Milkshake,Sobremesa,10.99,5,2,Carl Soto,Norte,12,Balcão,Nicolas Ferguson,40,Masculino,21.98,10,11.98,New York (NY)
2022-10-03,Sundae,Sobremesa,7.99,3,2,Taylor Washington,Oeste,7,Drive-Thru,Derek Thomas,36,Feminino,15.98,6,9.98,California (CA)
2023-01-01,Milkshake,Sobremesa,10.99,5,2,Mr. Stephen Hopkins,Leste,13,Drive-Thru,Michael Austin DVM,51,Masculino,21.98,10,11.98,Florida (FL)
2022-10-11,Hambúrguer Simples,Hambúrguer,14.99,7,4,Sarah Mendoza,Sul,7,Balcão,Erica Moody,42,Masculino,59.96,28,31.96,Texas (TX)
2022-01-10,Batata Frita,Acompanhamento,9.99,3,10,Abigail Warren,Oeste,2,Delivery,Marcus Valencia,45,Masculino,99.9,30,69.9,California (CA)
2022-03-06,Batata Frita,Acompanhamento,9.99,3,3,Henry Sanders,Sul,12,Drive-Thru,Erika Crawford,19,Feminino,29.97,9,20.97,Texas (TX)
2023-05-24,Hambúrguer Simples,Hambúrguer,14.99,7,3,Denise Lee,Norte,4,Balcão,Luis Macias,69,Feminino,44.97,21,23.97,New York (NY)
2021-12-11,Milkshake,Sobremesa,10.99,5,1,James Robinson,Sul,8,Drive-Thru,Daniel Hardy,45,Feminino,10.99,5,5.99,Texas (TX)
2022-11-19,Refrigerante,Bebida,4.99,1,5,Kyle Gentry,Oeste,8,Delivery,Sarah Hill,48,Feminino,24.950000000000003,5,19.950000000000003,California (CA)
2022-06-25,Batata Frita,Acompanhamento,9.99,3,5,Rachel Conrad,Sul,1,Balcão,Darlene Cobb,46,Feminino,49.95,15,34.95,Texas (TX)
2022-03-20,Batata Frita,Acompanhamento,9.99,3,4,Erica Phillips,Sul,10,Delivery,Antonio Reid,62,Masculino,39.96,12,27.96,Texas (TX)
2022-07-27,Hambúrguer Simples,Hambúrguer,14.99,7,10,David Cordova,Centro,3,Balcão,Mark Carson,57,Masculino,149.9,70,79.9,Illinois (IL)
2023-01-01,Milkshake,Sobremesa,10.99,5,5,Kathryn Jones,Sul,13,Drive-Thru,Andrew Smith,46,Feminino,54.95,25,29.950000000000003,Texas (TX)
2022-01-07,Milkshake,Sobremesa,10.99,5,3,Ryan Hernandez,Sul,7,Delivery,Jillian Lee,65,Masculino,32.97,15,17.97,Texas (TX)
2022-05-13,Refrigerante,Bebida,4.99,1,2,Elizabeth White,Sul,6,Delivery,Kayla Garcia,19,Masculino,9.98,2,7.98,Texas (TX)
2023-09-05,Hambúrguer Simples,Hambúrguer,14.99,7,1,Joshua Velasquez,Leste,12,Drive-Thru,Joseph Edwards,21,Feminino,14.99,7,7.99,Florida (FL)
2023-06-15,Hambúrguer Simples,Hambúrguer,14.99,7,8,Kelly Sanchez,Leste,13,Delivery,Debbie Tyler,36,Feminino,119.92,56,63.92,Florida (FL)
2023-02-21,Refrigerante,Bebida,4.99,1,9,Peter Dodson,Centro,5,Balcão,Danielle Mccullough,61,Feminino,44.91,9,35.910000000000004,Illinois (IL)
2022-05-26,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Emily Young,Centro,5,Drive-Thru,John Miller,44,Feminino,59.97,30,29.97,Illinois (IL)
2023-07-31,Sundae,Sobremesa,7.99,3,10,Joshua Morgan,Sul,7,Delivery,Charles Garcia,44,Masculino,79.9,30,49.900000000000006,Texas (TX)
2022-07-13,Sundae,Sobremesa,7.99,3,5,Eric Castillo,Norte,13,Drive-Thru,Laura Spears,26,Feminino,39.95,15,24.950000000000003,New York (NY)
2022-10-22,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Bryan Diaz,Leste,1,Delivery,Amanda Navarro,43,Masculino,139.92999999999998,70,69.92999999999998,Florida (FL)
2022-05-31,Batata Frita,Acompanhamento,9.99,3,7,Paige Wright,Norte,3,Balcão,Cindy Arnold,54,Masculino,69.93,21,48.93000000000001,New York (NY)
2021-10-25,Batata Frita,Acompanhamento,9.99,3,7,Melanie Benitez,Centro,13,Drive-Thru,Jennifer Simpson,65,Masculino,69.93,21,48.93000000000001,Illinois (IL)
2022-04-12,Sundae,Sobremesa,7.99,3,2,Ronald Johnson,Sul,4,Drive-Thru,Dr. Jennifer Caldwell,65,Masculino,15.98,6,9.98,Texas (TX)
2023-07-15,Hambúrguer Simples,Hambúrguer,14.99,7,4,David Harvey,Leste,8,Balcão,Michael Le,46,Feminino,59.96,28,31.96,Florida (FL)
2023-07-05,Batata Frita,Acompanhamento,9.99,3,10,Terry Wallace,Norte,2,Drive-Thru,Joshua Klein,18,Masculino,99.9,30,69.9,New York (NY)
2023-01-04,Hambúrguer Simples,Hambúrguer,14.99,7,1,Allison Meyers,Oeste,5,Delivery,Richard Jones,38,Masculino,14.99,7,7.99,California (CA)
2021-11-11,Batata Frita,Acompanhamento,9.99,3,9,Edward French,Leste,15,Delivery,Douglas Scott,29,Masculino,89.91,27,62.91,Florida (FL)
2021-12-07,Sundae,Sobremesa,7.99,3,6,Tiffany Ortiz,Centro,7,Drive-Thru,Crystal Horton,69,Masculino,47.94,18,29.94,Illinois (IL)
2021-12-01,Refrigerante,Bebida,4.99,1,7,Brett Johnson,Centro,9,Drive-Thru,Crystal Shepard,49,Feminino,34.93,7,27.93,Illinois (IL)
2021-12-22,Refrigerante,Bebida,4.99,1,9,Diana Shaffer,Centro,2,Drive-Thru,Lisa Rivas,43,Masculino,44.91,9,35.910000000000004,Illinois (IL)
2023-08-14,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Stephanie Campbell,Sul,14,Balcão,Patrick Rose,56,Feminino,139.92999999999998,70,69.92999999999998,Texas (TX)
2022-09-14,Hambúrguer Simples,Hambúrguer,14.99,7,3,Rodney Beasley,Norte,10,Drive-Thru,Taylor Sullivan,48,Masculino,44.97,21,23.97,New York (NY)
2022-02-22,Batata Frita,Acompanhamento,9.99,3,4,Kathy Hawkins,Norte,2,Delivery,Randy Adams,53,Masculino,39.96,12,27.96,New York (NY)
2022-02-23,Hambúrguer Simples,Hambúrguer,14.99,7,9,Alyssa Boyd,Norte,12,Delivery,Patrick Leon,64,Feminino,134.91,63,71.91,New York (NY)
2021-10-04,Refrigerante,Bebida,4.99,1,7,Deborah Baker,Sul,14,Delivery,Michelle Lewis,68,Feminino,34.93,7,27.93,Texas (TX)
2022-08-29,Batata Frita,Acompanhamento,9.99,3,7,Dawn Russell,Sul,9,Drive-Thru,Michael Miller,57,Masculino,69.93,21,48.93000000000001,Texas (TX)
2023-07-15,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Rachael Johnson,Sul,13,Balcão,Rachael Beck,30,Feminino,139.92999999999998,70,69.92999999999998,Texas (TX)
2023-04-25,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Heather Stein,Sul,15,Delivery,Melissa Walker,36,Feminino,39.98,20,19.98,Texas (TX)
2022-08-04,Sundae,Sobremesa,7.99,3,9,Charles Hinton,Leste,4,Drive-Thru,Julie Mills,57,Feminino,71.91,27,44.91,Florida (FL)
2021-11-13,Milkshake,Sobremesa,10.99,5,1,Melanie Austin,Centro,10,Drive-Thru,Cynthia Nguyen,19,Feminino,10.99,5,5.99,Illinois (IL)
2022-04-27,Batata Frita,Acompanhamento,9.99,3,9,Aaron Miller,Centro,2,Balcão,William Hampton,66,Feminino,89.91,27,62.91,Illinois (IL)
2022-02-28,Sundae,Sobremesa,7.99,3,10,Stephanie Moore,Centro,15,Delivery,Jacqueline Hunter,25,Masculino,79.9,30,49.900000000000006,Illinois (IL)
2022-05-24,Hambúrguer Simples,Hambúrguer,14.99,7,1,Christina Frost,Norte,13,Drive-Thru,Cheryl Schwartz,33,Masculino,14.99,7,7.99,New York (NY)
2022-11-29,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Jeremy Morgan,Oeste,12,Drive-Thru,Valerie Mcdowell,49,Masculino,79.96,40,39.96,California (CA)
2023-04-09,Milkshake,Sobremesa,10.99,5,1,Kimberly Wright,Oeste,4,Drive-Thru,David Reyes,50,Masculino,10.99,5,5.99,California (CA)
2022-12-12,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Pamela Barron,Leste,3,Drive-Thru,Tina Williams,38,Feminino,119.94,60,59.94,Florida (FL)
2022-05-13,Hambúrguer Simples,Hambúrguer,14.99,7,1,Cameron Wolfe,Norte,5,Balcão,Mitchell Vargas,34,Feminino,14.99,7,7.99,New York (NY)
2023-04-18,Refrigerante,Bebida,4.99,1,1,Jennifer Mcneil,Oeste,1,Delivery,John Evans,56,Masculino,4.99,1,3.99,California (CA)
2023-01-10,Batata Frita,Acompanhamento,9.99,3,10,Susan Henson,Centro,10,Drive-Thru,Ryan Carroll,67,Masculino,99.9,30,69.9,Illinois (IL)
2023-09-15,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Monica Rose,Leste,4,Delivery,Katherine Stephens,34,Masculino,179.91,90,89.91,Florida (FL)
2021-11-15,Sundae,Sobremesa,7.99,3,3,Patricia Raymond,Sul,14,Drive-Thru,Jason Ortiz,68,Feminino,23.97,9,14.97,Texas (TX)
2023-07-12,Refrigerante,Bebida,4.99,1,7,Tracy Allen,Centro,10,Drive-Thru,Daniel Shannon,51,Feminino,34.93,7,27.93,Illinois (IL)
2022-06-28,Sundae,Sobremesa,7.99,3,8,Ruth Hayes,Sul,1,Balcão,Amanda Kelly,61,Feminino,63.92,24,39.92,Texas (TX)
2023-01-18,Refrigerante,Bebida,4.99,1,9,Wanda Davis,Leste,4,Balcão,Sarah Cox,59,Feminino,44.91,9,35.910000000000004,Florida (FL)
2021-10-23,Batata Frita,Acompanhamento,9.99,3,6,Alexandra Ball,Oeste,10,Delivery,Pamela Collins,35,Masculino,59.94,18,41.94,California (CA)
2022-07-05,Sundae,Sobremesa,7.99,3,9,Stephen Bryant,Norte,5,Drive-Thru,Heather Pearson,58,Masculino,71.91,27,44.91,New York (NY)
2023-05-09,Refrigerante,Bebida,4.99,1,6,Dennis Lewis,Norte,5,Delivery,Chad Kirby,53,Masculino,29.94,6,23.94,New York (NY)
2021-12-18,Refrigerante,Bebida,4.99,1,9,Sandra Gutierrez,Sul,15,Drive-Thru,Victoria Orozco,63,Masculino,44.91,9,35.910000000000004,Texas (TX)
2022-07-27,Batata Frita,Acompanhamento,9.99,3,2,Diana Lawson,Leste,1,Delivery,Vincent Knight,45,Masculino,19.98,6,13.98,Florida (FL)
2023-07-27,Refrigerante,Bebida,4.99,1,1,Kayla Lucas,Centro,8,Balcão,Blake Wolfe,38,Feminino,4.99,1,3.99,Illinois (IL)
2022-02-16,Batata Frita,Acompanhamento,9.99,3,2,Tom Lang,Leste,3,Drive-Thru,Gary Gilbert,53,Masculino,19.98,6,13.98,Florida (FL)
2021-11-15,Hambúrguer Simples,Hambúrguer,14.99,7,2,Miguel Alvarado,Sul,8,Balcão,Daryl Vargas,20,Feminino,29.98,14,15.98,Texas (TX)
2023-01-03,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Edward White,Norte,3,Delivery,Lisa Hernandez,67,Feminino,59.97,30,29.97,New York (NY)
2022-04-25,Milkshake,Sobremesa,10.99,5,7,Brandon Fritz,Norte,9,Drive-Thru,Ryan Huber,62,Feminino,76.93,35,41.93000000000001,New York (NY)
2023-04-28,Sundae,Sobremesa,7.99,3,5,Eric Richardson,Oeste,11,Balcão,Evan Burton,42,Feminino,39.95,15,24.950000000000003,California (CA)
2022-07-28,Sundae,Sobremesa,7.99,3,5,Carolyn Wolf,Leste,9,Balcão,Stacey Malone,34,Masculino,39.95,15,24.950000000000003,Florida (FL)
2021-11-22,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Harry Wilkins,Sul,8,Drive-Thru,Frank Montoya,36,Masculino,199.9,100,99.89999999999998,Texas (TX)
2023-07-04,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Jared Huynh,Oeste,5,Delivery,Jessica Mcknight,65,Masculino,179.91,90,89.91,California (CA)
2022-05-28,Milkshake,Sobremesa,10.99,5,9,Alicia Hall,Centro,3,Drive-Thru,Christian Kidd,29,Feminino,98.91,45,53.91,Illinois (IL)
2023-05-08,Sundae,Sobremesa,7.99,3,2,Patrick Smith,Leste,3,Delivery,Lisa Woods,47,Masculino,15.98,6,9.98,Florida (FL)
2022-11-03,Hambúrguer Simples,Hambúrguer,14.99,7,4,Jennifer Palmer,Leste,4,Balcão,Casey Friedman,39,Feminino,59.96,28,31.96,Florida (FL)
2022-04-23,Sundae,Sobremesa,7.99,3,8,Shawn Keller,Norte,10,Drive-Thru,Raymond Sanders,35,Feminino,63.92,24,39.92,New York (NY)
2022-03-12,Sundae,Sobremesa,7.99,3,10,Casey Mooney,Norte,2,Delivery,Jennifer Figueroa,69,Feminino,79.9,30,49.900000000000006,New York (NY)
2022-02-06,Sundae,Sobremesa,7.99,3,8,Erica Gonzalez,Oeste,9,Balcão,Robin Todd,28,Feminino,63.92,24,39.92,California (CA)
2022-08-05,Milkshake,Sobremesa,10.99,5,2,Ian White,Norte,13,Delivery,Anna Davis,20,Feminino,21.98,10,11.98,New York (NY)
2022-03-24,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Holly Flores,Centro,13,Delivery,Cameron Herman,54,Masculino,179.91,90,89.91,Illinois (IL)
2023-08-25,Milkshake,Sobremesa,10.99,5,7,Carolyn Williams,Centro,6,Balcão,Eduardo Young,61,Feminino,76.93,35,41.93000000000001,Illinois (IL)
2023-05-26,Batata Frita,Acompanhamento,9.99,3,5,Jacob Gibbs,Norte,3,Delivery,Anthony Smith,25,Feminino,49.95,15,34.95,New York (NY)
2022-01-08,Milkshake,Sobremesa,10.99,5,8,Mr. Ronald Thompson PhD,Norte,6,Drive-Thru,Stacy Bautista,29,Masculino,87.92,40,47.92,New York (NY)
2022-01-12,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Robert Taylor,Leste,8,Drive-Thru,Andrew Johnson,58,Masculino,119.94,60,59.94,Florida (FL)
2023-01-15,Milkshake,Sobremesa,10.99,5,7,Russell Harris,Centro,11,Drive-Thru,Daniel Ramsey,21,Feminino,76.93,35,41.93000000000001,Illinois (IL)
2022-04-07,Refrigerante,Bebida,4.99,1,6,Kathy Kirk MD,Norte,4,Drive-Thru,Alexis Parker,42,Feminino,29.94,6,23.94,New York (NY)
2023-08-06,Sundae,Sobremesa,7.99,3,3,William Bishop,Norte,15,Delivery,Robert Green,47,Feminino,23.97,9,14.97,New York (NY)
2022-03-09,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Andrew Bell,Norte,12,Drive-Thru,Deanna Higgins,62,Masculino,59.97,30,29.97,New York (NY)
2022-12-24,Milkshake,Sobremesa,10.99,5,1,Joan Fernandez,Oeste,8,Delivery,Susan Nguyen,45,Masculino,10.99,5,5.99,California (CA)
2023-05-02,Batata Frita,Acompanhamento,9.99,3,7,Alexis Schmidt,Oeste,6,Delivery,Jennifer Fitzgerald,30,Feminino,69.93,21,48.93000000000001,California (CA)
2021-11-20,Batata Frita,Acompanhamento,9.99,3,8,Lawrence Blankenship,Oeste,13,Delivery,Timothy Pena,57,Feminino,79.92,24,55.92,California (CA)
2023-04-10,Sundae,Sobremesa,7.99,3,9,Travis Wells,Centro,11,Balcão,Danielle Ruiz,59,Masculino,71.91,27,44.91,Illinois (IL)
2023-03-31,Milkshake,Sobremesa,10.99,5,9,Nicholas Ross,Centro,9,Drive-Thru,Rick Davis,51,Masculino,98.91,45,53.91,Illinois (IL)
2022-09-30,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Joseph Miller,Oeste,8,Drive-Thru,Kerry Wright,51,Feminino,59.97,30,29.97,California (CA)
2022-07-19,Batata Frita,Acompanhamento,9.99,3,3,Stephen Peterson,Centro,3,Balcão,Martin Newton,22,Masculino,29.97,9,20.97,Illinois (IL)
